id,subset,anomaly_class,video_start,video_end,anomaly_start,anomaly_end,num_frames,anomaly_start_s,anomaly_end_s,duration_s,ignore,ego_involve,night,channel,accident_name,frames_dir_exists
4OGV0AbV91U_002491,train,ego: turning,2491,2568,31,68,78,3.1,6.8,7.8,,,,,,1
yhtzAKqRyXw_004280,train,ego: turning,4280,4360,29,36,81,2.9,3.6,8.1,,,,,,1
IOoVklIZLMw_002881,train,ego: turning,2881,3023,77,105,143,7.7,10.5,14.3,,,,,,1
pWZSG2cUdEo_002467,train,ego: turning,2467,2534,28,67,68,2.8,6.7,6.8,,,,,,1
8dI7OolIEXY_005841,train,ego: turning,5841,5931,32,91,91,3.2,9.1,9.1,,,,,,1
0qfbmt4G8Rw_002566,train,ego: turning,2566,2661,46,73,96,4.6,7.3,9.6,,,,,,1
W6YrlYyWguc_003736,train,ego: turning,3736,3814,36,47,79,3.6,4.7,7.9,,,,,,1
X8VgGb1fJDU_001897,train,ego: turning,1897,1984,36,63,88,3.6,6.3,8.8,,,,,,1
VxWJchENocA_004282,train,ego: turning,4282,4336,20,35,55,2.0,3.5,5.5,,,,,,1
L334aqEJxys_000590,train,ego: turning,590,668,25,54,79,2.5,5.4,7.9,,,,,,1
CyeT8rEQOpQ_001523,train,ego: turning,1523,1604,17,44,82,1.7,4.4,8.2,,,,,,1
JV0D-YkWHD8_004564,train,ego: turning,4564,4621,34,56,58,3.4,5.6,5.8,,,,,,1
DkjTJcCXipY_000476,train,ego: turning,476,541,26,55,66,2.6,5.5,6.6,,,,,,1
4K_6s1n6BpU_004936,train,ego: turning,4936,5037,27,41,102,2.7,4.1,10.2,,,,,,1
fdvMUP8qvzw_001297,train,ego: turning,1297,1395,46,86,99,4.6,8.6,9.9,,,,,,1
kjVywUi1WK4_002256,train,ego: turning,2256,2336,46,79,81,4.6,7.9,8.1,,,,,,1
4OGV0AbV91U_001584,train,ego: turning,1584,1654,38,71,71,3.8,7.1,7.1,,,,,,1
PfJ2CudpCgE_005355,train,ego: turning,5355,5434,37,76,80,3.7,7.6,8.0,,,,,,1
hfwb3mZZ0fs_004074,train,ego: turning,4074,4184,47,55,111,4.7,5.5,11.1,,,,,,1
hdOtS-BpUPY_002971,train,ego: turning,2971,3019,30,49,49,3.0,4.9,4.9,,,,,,1
u33fdjUY_Iw_000951,train,ego: turning,951,1069,50,85,119,5.0,8.5,11.9,,,,,,1
DyzL2sahobA_004809,train,ego: turning,4809,4912,15,74,104,1.5,7.4,10.4,,,,,,1
lKMwX4nA64k_003855,train,ego: turning,3855,3889,21,35,35,2.1,3.5,3.5,,,,,,1
fdvMUP8qvzw_002235,train,ego: turning,2235,2309,42,54,75,4.2,5.4,7.5,,,,,,1
bI9JzQSrEGo_005170,train,ego: turning,5170,5248,25,55,79,2.5,5.5,7.9,,,,,,1
mrIFkGZbNjc_000345,train,ego: turning,345,453,58,109,109,5.8,10.9,10.9,,,,,,1
OWtbKblBOKI_000061,train,ego: turning,61,174,55,95,114,5.5,9.5,11.4,,,,,,1
xjbbH74SwTg_001279,train,ego: turning,1279,1417,28,49,139,2.8,4.9,13.9,,,,,,1
UKBuDqU8qTM_000801,train,ego: turning,801,860,35,60,60,3.5,6.0,6.0,,,,,,1
RPNiqsdt6-w_003337,train,ego: turning,3337,3435,46,67,99,4.6,6.7,9.9,,,,,,1
Izf9l3VWQuo_002883,train,ego: turning,2883,3019,35,98,137,3.5,9.8,13.7,,,,,,1
OWtbKblBOKI_004132,train,ego: turning,4132,4216,27,71,85,2.7,7.1,8.5,,,,,,1
5vKPYV5w6pw_000405,train,ego: turning,405,516,64,75,112,6.4,7.5,11.2,,,,,,1
xpOyD-qrQUw_004004,train,ego: turning,4004,4074,21,46,71,2.1,4.6,7.1,,,,,,1
4OGV0AbV91U_003797,train,ego: turning,3797,3881,30,59,85,3.0,5.9,8.5,,,,,,1
PEwiwzyTjX0_002832,train,ego: turning,2832,2926,24,47,95,2.4,4.7,9.5,,,,,,1
7uTMZ5-aWKA_003180,train,ego: turning,3180,3261,46,64,82,4.6,6.4,8.2,,,,,,1
HeK6zbf8I9Y_003736,train,ego: turning,3736,3796,43,60,61,4.3,6.0,6.1,,,,,,1
Z9K13eBUwJM_004618,train,ego: turning,4618,4675,37,51,58,3.7,5.1,5.8,,,,,,1
fHUJcUaW2mE_003659,train,ego: turning,3659,3719,18,61,61,1.8,6.1,6.1,,,,,,1
4K_6s1n6BpU_001442,train,ego: turning,1442,1519,22,45,78,2.2,4.5,7.8,,,,,,1
JkYzYrJpSoQ_000565,train,ego: turning,565,663,57,74,99,5.7,7.4,9.9,,,,,,1
CyeT8rEQOpQ_005280,train,ego: turning,5280,5357,44,73,78,4.4,7.3,7.8,,,,,,1
Rrcjy5t8b20_002649,train,ego: turning,2649,2782,48,64,134,4.8,6.4,13.4,,,,,,1
bcpfYpmDcp0_002784,train,ego: turning,2784,2861,21,29,78,2.1,2.9,7.8,,,,,,1
Nc9SDBksPPA_003835,train,ego: turning,3835,3923,41,56,89,4.1,5.6,8.9,,,,,,1
W6YrlYyWguc_003636,train,ego: turning,3636,3734,50,88,99,5.0,8.8,9.9,,,,,,1
PfJ2CudpCgE_005656,train,ego: turning,5656,5711,20,54,56,2.0,5.4,5.6,,,,,,1
gDjeTHGWX9c_001388,train,ego: turning,1388,1474,15,54,87,1.5,5.4,8.7,,,,,,1
K1r3m5OrmB4_005568,train,ego: turning,5568,5661,56,81,94,5.6,8.1,9.4,,,,,,1
EY8x-fyQkbk_006563,train,ego: turning,6563,6631,13,54,69,1.3,5.4,6.9,,,,,,1
kVhgFPPG-wo_003481,train,ego: turning,3481,3576,53,74,96,5.3,7.4,9.6,,,,,,1
bI9JzQSrEGo_000978,train,ego: turning,978,1049,26,33,72,2.6,3.3,7.2,,,,,,1
kld-iYpdjyo_006581,train,ego: turning,6581,6653,24,56,73,2.4,5.6,7.3,,,,,,1
Zpo0kwg1XEQ_002704,train,ego: turning,2704,2793,41,48,90,4.1,4.8,9.0,,,,,,1
nvVk7L3GrJQ_002221,train,ego: turning,2221,2295,33,48,75,3.3,4.8,7.5,,,,,,1
xjbbH74SwTg_000211,train,ego: turning,211,319,46,64,109,4.6,6.4,10.9,,,,,,1
gDjeTHGWX9c_003820,train,ego: turning,3820,3904,26,38,85,2.6,3.8,8.5,,,,,,1
kjVywUi1WK4_000381,train,ego: turning,381,474,46,74,94,4.6,7.4,9.4,,,,,,1
WWyeuvpHmfc_002541,train,ego: turning,2541,2631,20,41,91,2.0,4.1,9.1,,,,,,1
e3hXj7S3QyA_000781,train,ego: turning,781,850,25,46,70,2.5,4.6,7.0,,,,,,1
4wKjxDXnmYs_001196,train,ego: turning,1196,1252,34,57,57,3.4,5.7,5.7,,,,,,1
eW9vWga9F5M_000894,train,ego: turning,894,1005,59,90,112,5.9,9.0,11.2,,,,,,1
pQdl0apLT70_003673,train,ego: turning,3673,3767,38,57,95,3.8,5.7,9.5,,,,,,1
uFwnmh0GpBo_004259,train,ego: turning,4259,4367,49,63,109,4.9,6.3,10.9,,,,,,1
r6_ZhT7rmhM_004423,train,ego: turning,4423,4505,42,61,83,4.2,6.1,8.3,,,,,,1
bI9JzQSrEGo_004534,train,ego: turning,4534,4597,23,34,64,2.3,3.4,6.4,,,,,,1
GDejMONyY4U_003812,train,ego: turning,3812,3910,32,46,99,3.2,4.6,9.9,,,,,,1
gXezhrOijmQ_000502,train,ego: turning,502,590,46,58,89,4.6,5.8,8.9,,,,,,1
2SAby_5t94M_002971,train,ego: turning,2971,3052,35,52,82,3.5,5.2,8.2,,,,,,1
RPNiqsdt6-w_000291,train,ego: turning,291,399,47,50,109,4.7,5.0,10.9,,,,,,1
fb5i7JlmJdg_004722,train,ego: turning,4722,4800,39,61,79,3.9,6.1,7.9,,,,,,1
Vtpe3HAIEm4_005374,train,ego: turning,5374,5458,31,57,85,3.1,5.7,8.5,,,,,,1
K1r3m5OrmB4_005116,train,ego: turning,5116,5186,17,46,71,1.7,4.6,7.1,,,,,,1
1u69z-wsDIc_000181,train,ego: turning,181,292,58,83,112,5.8,8.3,11.2,,,,,,1
2SAby_5t94M_002238,train,ego: turning,2238,2327,40,64,90,4.0,6.4,9.0,,,,,,1
K1r3m5OrmB4_002078,train,ego: turning,2078,2155,32,57,78,3.2,5.7,7.8,,,,,,1
3u_CIo9IaWo_002692,train,ego: turning,2692,2737,41,46,46,4.1,4.6,4.6,,,,,,1
DyzL2sahobA_000451,train,ego: turning,451,539,32,68,89,3.2,6.8,8.9,,,,,,1
mrIFkGZbNjc_000073,train,ego: turning,73,193,42,92,121,4.2,9.2,12.1,,,,,,1
2TmFM9p1KF8_005562,train,ego: turning,5562,5655,24,51,94,2.4,5.1,9.4,,,,,,1
GDejMONyY4U_001493,train,ego: turning,1493,1550,6,43,58,0.6,4.3,5.8,,,,,,1
DyzL2sahobA_004529,train,ego: turning,4529,4647,53,75,119,5.3,7.5,11.9,,,,,,1
cfrLchAShxQ_001044,train,ego: turning,1044,1112,21,56,69,2.1,5.6,6.9,,,,,,1
6E2N9ld0eHg_000072,train,ego: turning,72,178,23,48,107,2.3,4.8,10.7,,,,,,1
PfJ2CudpCgE_000495,train,ego: turning,495,573,25,37,79,2.5,3.7,7.9,,,,,,1
8dI7OolIEXY_002915,train,ego: turning,2915,2983,52,65,69,5.2,6.5,6.9,,,,,,1
J-j5eIHg8I0_002187,train,ego: turning,2187,2325,53,76,139,5.3,7.6,13.9,,,,,,1
Q7VBPeGwJWw_000357,train,ego: turning,357,443,37,87,87,3.7,8.7,8.7,,,,,,1
O9uvBFovKj8_000075,train,ego: turning,75,209,45,106,135,4.5,10.6,13.5,,,,,,1
Vtpe3HAIEm4_004689,train,ego: turning,4689,4765,21,60,77,2.1,6.0,7.7,,,,,,1
bFGmOp9H3MA_005500,train,ego: turning,5500,5605,17,81,106,1.7,8.1,10.6,,,,,,1
qYonJ4w6SZs_001169,train,ego: turning,1169,1286,42,77,118,4.2,7.7,11.8,,,,,,1
Sihe6aeyLHg_004230,train,ego: turning,4230,4331,38,66,102,3.8,6.6,10.2,,,,,,1
3tEZvtQZ18Q_000791,train,ego: turning,791,899,54,82,109,5.4,8.2,10.9,,,,,,1
4wKjxDXnmYs_000908,train,ego: turning,908,984,27,44,77,2.7,4.4,7.7,,,,,,1
mrIFkGZbNjc_000195,train,ego: turning,195,271,73,77,77,7.3,7.7,7.7,,,,,,1
pQdl0apLT70_001374,train,ego: turning,1374,1446,24,51,73,2.4,5.1,7.3,,,,,,1
JkYzYrJpSoQ_001646,train,ego: turning,1646,1764,45,107,119,4.5,10.7,11.9,,,,,,1
UjkeNSr2dXQ_004540,train,ego: turning,4540,4631,36,60,92,3.6,6.0,9.2,,,,,,1
3tEZvtQZ18Q_005766,train,ego: turning,5766,5882,31,88,117,3.1,8.8,11.7,,,,,,1
QERvirE3S5s_000840,train,ego: turning,840,947,41,96,108,4.1,9.6,10.8,,,,,,1
eWWgJznGg6U_000894,train,ego: turning,894,1012,42,63,119,4.2,6.3,11.9,,,,,,1
Hd2IzHAfkCI_004151,train,ego: turning,4151,4229,31,61,79,3.1,6.1,7.9,,,,,,1
Rrcjy5t8b20_001828,train,ego: turning,1828,1923,26,56,96,2.6,5.6,9.6,,,,,,1
RPNiqsdt6-w_000191,train,ego: turning,191,289,49,57,99,4.9,5.7,9.9,,,,,,1
uFwnmh0GpBo_004369,train,ego: turning,4369,4487,64,95,119,6.4,9.5,11.9,,,,,,1
OPj7lUQOre8_001801,train,ego: turning,1801,1899,33,70,99,3.3,7.0,9.9,,,,,,1
4OGV0AbV91U_002914,train,ego: turning,2914,2986,50,61,73,5.0,6.1,7.3,,,,,,1
4OGV0AbV91U_000777,train,ego: turning,777,879,45,76,103,4.5,7.6,10.3,,,,,,1
p8q77QzOdUs_004191,train,ego: turning,4191,4279,34,53,89,3.4,5.3,8.9,,,,,,1
Hd2IzHAfkCI_004321,train,ego: turning,4321,4409,39,69,89,3.9,6.9,8.9,,,,,,1
EY8x-fyQkbk_006474,train,ego: turning,6474,6561,30,81,88,3.0,8.1,8.8,,,,,,1
PEwiwzyTjX0_002082,train,ego: turning,2082,2186,24,51,105,2.4,5.1,10.5,,,,,,1
PfJ2CudpCgE_001352,train,ego: turning,1352,1427,20,53,76,2.0,5.3,7.6,,,,,,1
Hx8FMhmdOQU_000074,train,ego: turning,74,171,35,70,98,3.5,7.0,9.8,,,,,,1
DSBGS6aRzgc_000371,train,ego: turning,371,469,48,78,99,4.8,7.8,9.9,,,,,,1
kld-iYpdjyo_001739,train,ego: turning,1739,1829,25,61,91,2.5,6.1,9.1,,,,,,1
kjVywUi1WK4_003175,train,ego: turning,3175,3257,26,63,83,2.6,6.3,8.3,,,,,,1
kVhgFPPG-wo_001320,train,ego: turning,1320,1411,25,44,92,2.5,4.4,9.2,,,,,,1
ujVRDgGVzlQ_005196,train,ego: turning,5196,5251,32,53,56,3.2,5.3,5.6,,,,,,1
xVfPBzDnI2Q_000911,train,ego: turning,911,990,26,53,80,2.6,5.3,8.0,,,,,,1
yhtzAKqRyXw_000972,train,ego: turning,972,1096,26,36,125,2.6,3.6,12.5,,,,,,1
3Sqeb-l1RPA_003874,train,ego: turning,3874,3977,39,65,104,3.9,6.5,10.4,,,,,,1
DSBGS6aRzgc_005753,train,ego: turning,5753,5859,25,82,107,2.5,8.2,10.7,,,,,,1
xpOyD-qrQUw_001076,train,ego: turning,1076,1139,26,48,64,2.6,4.8,6.4,,,,,,1
WWyeuvpHmfc_003415,train,ego: turning,3415,3495,30,46,81,3.0,4.6,8.1,,,,,,1
qzMjfBx1KI0_000882,train,ego: turning,882,992,86,107,111,8.6,10.7,11.1,,,,,,1
lmykriTbncM_003407,train,ego: turning,3407,3544,66,80,138,6.6,8.0,13.8,,,,,,1
TlBhM9Xbr2o_004445,train,ego: turning,4445,4558,74,88,114,7.4,8.8,11.4,,,,,,1
3Sqeb-l1RPA_003561,train,ego: turning,3561,3664,15,45,104,1.5,4.5,10.4,,,,,,1
LbKd5Ho0wDM_000742,train,ego: turning,742,813,19,47,72,1.9,4.7,7.2,,,,,,1
J-j5eIHg8I0_004908,train,ego: turning,4908,5008,29,73,101,2.9,7.3,10.1,,,,,,1
K1r3m5OrmB4_006234,train,ego: turning,6234,6304,24,51,71,2.4,5.1,7.1,,,,,,1
90gyBengKDs_000840,train,ego: turning,840,943,59,85,104,5.9,8.5,10.4,,,,,,1
HeK6zbf8I9Y_001702,train,ego: turning,1702,1780,24,44,79,2.4,4.4,7.9,,,,,,1
lmykriTbncM_003894,train,ego: turning,3894,3988,29,52,95,2.9,5.2,9.5,,,,,,1
3tEZvtQZ18Q_004970,train,ego: turning,4970,5078,31,93,109,3.1,9.3,10.9,,,,,,1
Y4rb2_HaBdQ_000416,train,ego: turning,416,516,47,61,101,4.7,6.1,10.1,,,,,,1
Eq7_uD2yN5Y_003719,train,ego: turning,3719,3797,28,53,79,2.8,5.3,7.9,,,,,,1
krPRThe7R4g_003203,train,ego: turning,3203,3264,20,43,62,2.0,4.3,6.2,,,,,,1
Z9K13eBUwJM_004933,train,ego: turning,4933,5027,33,66,95,3.3,6.6,9.5,,,,,,1
HzVbo46kkBA_003834,train,ego: turning,3834,3932,42,72,99,4.2,7.2,9.9,,,,,,1
1u69z-wsDIc_000394,train,ego: turning,394,482,38,59,89,3.8,5.9,8.9,,,,,,1
T89zSiaMNgM_000075,train,ego: turning,75,180,37,76,106,3.7,7.6,10.6,,,,,,1
kN-2mc561GY_003742,train,ego: turning,3742,3829,11,27,88,1.1,2.7,8.8,,,,,,1
ujVRDgGVzlQ_003142,train,ego: turning,3142,3208,29,49,67,2.9,4.9,6.7,,,,,,1
uO2zGO5ydBc_000850,train,ego: turning,850,904,35,51,55,3.5,5.1,5.5,,,,,,1
TNZv-NBcV5U_004778,train,ego: turning,4778,4855,29,48,78,2.9,4.8,7.8,,,,,,1
PfJ2CudpCgE_003707,train,ego: turning,3707,3829,30,63,123,3.0,6.3,12.3,,,,,,1
OWtbKblBOKI_004918,train,ego: turning,4918,4994,25,63,77,2.5,6.3,7.7,,,,,,1
2TmFM9p1KF8_000052,train,ego: turning,52,138,55,72,87,5.5,7.2,8.7,,,,,,1
sUbP4j8rAic_004629,train,ego: turning,4629,4737,52,85,109,5.2,8.5,10.9,,,,,,1
TNZv-NBcV5U_004527,train,ego: turning,4527,4602,33,54,76,3.3,5.4,7.6,,,,,,1
EY8x-fyQkbk_005584,train,ego: turning,5584,5674,44,79,91,4.4,7.9,9.1,,,,,,1
fsqORUrKLYg_005200,train,ego: turning,5200,5428,152,186,229,15.2,18.6,22.9,,,,,,1
JV0D-YkWHD8_002599,train,ego: turning,2599,2674,22,47,76,2.2,4.7,7.6,,,,,,1
fb5i7JlmJdg_004449,train,ego: turning,4449,4547,45,86,99,4.5,8.6,9.9,,,,,,1
nHvTqyRntbY_002946,train,ego: turning,2946,3019,26,47,74,2.6,4.7,7.4,,,,,,1
7uTMZ5-aWKA_003263,train,ego: turning,3263,3536,43,73,274,4.3,7.3,27.4,,,,,,1
RASKiMoxhOE_003995,train,ego: turning,3995,4069,22,55,75,2.2,5.5,7.5,,,,,,1
ujVRDgGVzlQ_000335,train,ego: turning,335,479,27,41,145,2.7,4.1,14.5,,,,,,1
r6_ZhT7rmhM_004615,train,ego: turning,4615,4696,40,52,82,4.0,5.2,8.2,,,,,,1
QeuzUfHIWYU_003673,train,ego: turning,3673,3727,11,33,55,1.1,3.3,5.5,,,,,,1
PEwiwzyTjX0_003560,train,ego: turning,3560,3616,29,44,57,2.9,4.4,5.7,,,,,,1
5vKPYV5w6pw_004414,train,ego: turning,4414,4513,52,78,100,5.2,7.8,10.0,,,,,,1
ZIts2XH28SA_000441,train,ego: turning,441,550,55,92,110,5.5,9.2,11.0,,,,,,1
PfJ2CudpCgE_000827,train,ego: turning,827,925,19,57,99,1.9,5.7,9.9,,,,,,1
W6YrlYyWguc_000075,train,ego: turning,75,196,64,105,122,6.4,10.5,12.2,,,,,,1
LfKfK4I5RPE_000421,train,ego: turning,421,520,40,75,100,4.0,7.5,10.0,,,,,,1
yhtzAKqRyXw_001757,train,ego: turning,1757,1842,28,45,86,2.8,4.5,8.6,,,,,,1
kld-iYpdjyo_005427,train,ego: turning,5427,5491,24,45,65,2.4,4.5,6.5,,,,,,1
CyeT8rEQOpQ_001606,train,ego: turning,1606,1716,25,62,111,2.5,6.2,11.1,,,,,,1
vZSr9dhRxlE_004142,train,ego: turning,4142,4217,27,53,76,2.7,5.3,7.6,,,,,,1
IQwS7BEjUxM_001201,train,ego: turning,1201,1293,26,54,93,2.6,5.4,9.3,,,,,,1
pWZSG2cUdEo_001679,train,ego: turning,1679,1751,32,44,73,3.2,4.4,7.3,,,,,,1
yhtzAKqRyXw_002419,train,ego: turning,2419,2487,36,61,69,3.6,6.1,6.9,,,,,,1
gXezhrOijmQ_000073,train,ego: turning,73,189,55,106,117,5.5,10.6,11.7,,,,,,1
Sihe6aeyLHg_005676,train,ego: turning,5676,5757,30,65,82,3.0,6.5,8.2,,,,,,1
PfJ2CudpCgE_001429,train,ego: turning,1429,1527,38,67,99,3.8,6.7,9.9,,,,,,1
OWtbKblBOKI_003159,train,ego: turning,3159,3227,21,52,69,2.1,5.2,6.9,,,,,,1
Y4rb2_HaBdQ_000998,train,ego: turning,998,1106,32,74,109,3.2,7.4,10.9,,,,,,1
ieP36TLihGM_000401,train,ego: turning,401,519,56,78,119,5.6,7.8,11.9,,,,,,1
GDejMONyY4U_004751,train,ego: turning,4751,4816,32,56,66,3.2,5.6,6.6,,,,,,1
Izf9l3VWQuo_000073,train,ego: turning,73,189,40,84,117,4.0,8.4,11.7,,,,,,1
Sihe6aeyLHg_005096,train,ego: turning,5096,5182,37,60,87,3.7,6.0,8.7,,,,,,1
Rrcjy5t8b20_003166,train,ego: turning,3166,3252,32,40,87,3.2,4.0,8.7,,,,,,1
O9uvBFovKj8_000672,train,ego: turning,672,790,28,66,119,2.8,6.6,11.9,,,,,,1
l1XbmdmGr0Q_004796,train,ego: turning,4796,4883,41,69,88,4.1,6.9,8.8,,,,,,1
nvVk7L3GrJQ_002297,train,ego: turning,2297,2402,16,35,106,1.6,3.5,10.6,,,,,,1
OWtbKblBOKI_000176,train,ego: turning,176,259,35,84,84,3.5,8.4,8.4,,,,,,1
Vtpe3HAIEm4_000729,train,ego: turning,729,813,43,58,85,4.3,5.8,8.5,,,,,,1
GDejMONyY4U_002293,train,ego: turning,2293,2372,26,42,80,2.6,4.2,8.0,,,,,,1
IOoVklIZLMw_000290,train,ego: turning,290,388,44,65,99,4.4,6.5,9.9,,,,,,1
YBEYOS3A3Ic_001972,train,ego: turning,1972,2056,30,55,85,3.0,5.5,8.5,,,,,,1
jKwCC2RhxJE_001746,train,ego: turning,1746,1818,1,37,73,0.1,3.7,7.3,,,,,,1
kld-iYpdjyo_005915,train,ego: turning,5915,6001,32,56,87,3.2,5.6,8.7,,,,,,1
Sihe6aeyLHg_005509,train,ego: turning,5509,5588,46,73,80,4.6,7.3,8.0,,,,,,1
P5MjgFmqouA_001506,train,ego: turning,1506,1594,29,65,89,2.9,6.5,8.9,,,,,,1
4OGV0AbV91U_003954,train,ego: turning,3954,4028,25,59,75,2.5,5.9,7.5,,,,,,1
Hkui6PJboFg_004555,train,ego: turning,4555,4630,13,29,76,1.3,2.9,7.6,,,,,,1
oZaUkhs_H-s_000295,train,ego: turning,295,383,48,73,89,4.8,7.3,8.9,,,,,,1
TNZv-NBcV5U_001639,train,ego: turning,1639,1720,35,60,82,3.5,6.0,8.2,,,,,,1
3sGShQb_HwU_001276,train,ego: turning,1276,1384,60,72,109,6.0,7.2,10.9,,,,,,1
JV0D-YkWHD8_003893,train,ego: turning,3893,3937,11,22,45,1.1,2.2,4.5,,,,,,1
xToi8YVZM8o_000231,train,ego: turning,231,339,48,79,109,4.8,7.9,10.9,,,,,,1
xjbbH74SwTg_000722,train,ego: turning,722,810,36,59,89,3.6,5.9,8.9,,,,,,1
pOJpwWmEcFg_000281,train,ego: turning,281,387,56,81,107,5.6,8.1,10.7,,,,,,1
kld-iYpdjyo_000332,train,ego: turning,332,426,52,73,95,5.2,7.3,9.5,,,,,,1
lmykriTbncM_000951,train,ego: turning,951,1065,46,66,115,4.6,6.6,11.5,,,,,,1
TNZv-NBcV5U_003333,train,ego: turning,3333,3412,32,54,80,3.2,5.4,8.0,,,,,,1
6E2N9ld0eHg_002827,train,ego: turning,2827,2896,31,42,70,3.1,4.2,7.0,,,,,,1
pQdl0apLT70_004682,train,ego: turning,4682,4753,37,46,72,3.7,4.6,7.2,,,,,,1
bFGmOp9H3MA_002262,train,ego: turning,2262,2372,44,70,111,4.4,7.0,11.1,,,,,,1
Izf9l3VWQuo_001035,train,ego: turning,1035,1133,44,71,99,4.4,7.1,9.9,,,,,,1
QeuzUfHIWYU_000349,train,ego: turning,349,467,58,92,119,5.8,9.2,11.9,,,,,,1
p-fBcE77G4c_002549,train,ego: turning,2549,2653,46,60,105,4.6,6.0,10.5,,,,,,1
ahKX0rtdMJc_002328,train,ego: turning,2328,2426,43,75,99,4.3,7.5,9.9,,,,,,1
vdLn-qswnRo_002152,train,ego: turning,2152,2209,17,41,58,1.7,4.1,5.8,,,,,,1
sUbP4j8rAic_002607,train,ego: turning,2607,2731,36,69,125,3.6,6.9,12.5,,,,,,1
bI9JzQSrEGo_001598,train,ego: turning,1598,1674,30,63,77,3.0,6.3,7.7,,,,,,1
JHfjuFrnpjA_000962,train,ego: turning,962,1042,44,65,81,4.4,6.5,8.1,,,,,,1
y4Evv5By6sg_001655,train,ego: turning,1655,1759,39,68,105,3.9,6.8,10.5,,,,,,1
lmykriTbncM_001067,train,ego: turning,1067,1171,35,49,105,3.5,4.9,10.5,,,,,,1
gDjeTHGWX9c_003026,train,ego: turning,3026,3094,23,45,69,2.3,4.5,6.9,,,,,,1
Nc9SDBksPPA_001230,train,ego: turning,1230,1284,46,55,55,4.6,5.5,5.5,,,,,,1
Z9K13eBUwJM_001713,train,ego: turning,1713,1791,30,39,79,3.0,3.9,7.9,,,,,,1
UbDCiQVuzPY_001866,train,ego: turning,1866,2004,66,111,139,6.6,11.1,13.9,,,,,,1
y1vGuUK0db4_000652,train,ego: turning,652,754,35,54,103,3.5,5.4,10.3,,,,,,1
Z9K13eBUwJM_003725,train,ego: turning,3725,3807,35,48,83,3.5,4.8,8.3,,,,,,1
h55PiQMnlJY_001132,train,ego: turning,1132,1241,64,77,110,6.4,7.7,11.0,,,,,,1
Z9K13eBUwJM_003518,train,ego: turning,3518,3593,28,42,76,2.8,4.2,7.6,,,,,,1
4OGV0AbV91U_003445,train,ego: turning,3445,3525,32,64,81,3.2,6.4,8.1,,,,,,1
GDejMONyY4U_003330,train,ego: turning,3330,3367,25,38,38,2.5,3.8,3.8,,,,,,1
pWZSG2cUdEo_001139,train,ego: turning,1139,1219,28,48,81,2.8,4.8,8.1,,,,,,1
kVhgFPPG-wo_004360,train,ego: turning,4360,4448,27,50,89,2.7,5.0,8.9,,,,,,1
1u69z-wsDIc_000294,train,ego: turning,294,338,37,45,45,3.7,4.5,4.5,,,,,,1
u33fdjUY_Iw_003121,train,ego: turning,3121,3226,70,80,106,7.0,8.0,10.6,,,,,,1
kjVywUi1WK4_001927,train,ego: turning,1927,2024,51,82,98,5.1,8.2,9.8,,,,,,1
OWtbKblBOKI_001141,train,ego: turning,1141,1224,13,37,84,1.3,3.7,8.4,,,,,,1
cfrLchAShxQ_000752,train,ego: turning,752,884,56,98,133,5.6,9.8,13.3,,,,,,1
pQdl0apLT70_003935,train,ego: turning,3935,4019,44,64,85,4.4,6.4,8.5,,,,,,1
kEcbnTbgi4A_000576,train,ego: turning,576,653,37,58,78,3.7,5.8,7.8,,,,,,1
PqbpIHZvjMA_003848,train,ego: turning,3848,3994,36,50,147,3.6,5.0,14.7,,,,,,1
qzMjfBx1KI0_005123,train,ego: turning,5123,5199,33,59,77,3.3,5.9,7.7,,,,,,1
p-fBcE77G4c_003598,train,ego: turning,3598,3687,36,77,90,3.6,7.7,9.0,,,,,,1
kVhgFPPG-wo_003917,train,ego: turning,3917,4011,20,66,95,2.0,6.6,9.5,,,,,,1
zRZ9PJguIfE_003564,train,ego: turning,3564,3664,53,80,101,5.3,8.0,10.1,,,,,,1
HaC3LrJiTmQ_003884,train,ego: turning,3884,3986,47,73,103,4.7,7.3,10.3,,,,,,1
u33fdjUY_Iw_001682,train,ego: turning,1682,1744,43,63,63,4.3,6.3,6.3,,,,,,1
HaC3LrJiTmQ_000400,train,ego: turning,400,496,38,78,97,3.8,7.8,9.7,,,,,,1
uFwnmh0GpBo_005490,train,ego: turning,5490,5588,49,70,99,4.9,7.0,9.9,,,,,,1
X8VgGb1fJDU_001780,train,ego: turning,1780,1895,6,27,116,0.6,2.7,11.6,,,,,,1
90gyBengKDs_000676,train,ego: turning,676,750,31,58,75,3.1,5.8,7.5,,,,,,1
UbDCiQVuzPY_002517,train,ego: turning,2517,2605,40,60,89,4.0,6.0,8.9,,,,,,1
90gyBengKDs_001407,train,ego: turning,1407,1494,35,55,88,3.5,5.5,8.8,,,,,,1
OWtbKblBOKI_004700,train,ego: turning,4700,4798,28,79,99,2.8,7.9,9.9,,,,,,1
QeuzUfHIWYU_004918,train,ego: turning,4918,5016,47,75,99,4.7,7.5,9.9,,,,,,1
JkYzYrJpSoQ_000464,train,ego: turning,464,563,48,79,100,4.8,7.9,10.0,,,,,,1
2TmFM9p1KF8_004755,train,ego: turning,4755,4843,32,41,89,3.2,4.1,8.9,,,,,,1
JmwUVoOrgk8_002081,train,ego: turning,2081,2219,52,84,139,5.2,8.4,13.9,,,,,,1
