id,target,time_of_event,time_of_alert
hdOtS-BpUPY_000820,1,3.900,
hdOtS-BpUPY_000820__pre,0,,
O9uvBFovKj8_001467,1,3.200,
O9uvBFovKj8_001467__pre,0,,
QERvirE3S5s_002496,1,2.500,
QERvirE3S5s_002496__pre,0,,
5vKPYV5w6pw_002807,1,4.700,
5vKPYV5w6pw_002807__pre,0,,
JkYzYrJpSoQ_000344,1,2.200,
JkYzYrJpSoQ_000344__pre,0,,
DpQBo4gb6Lw_004109,1,2.000,
DpQBo4gb6Lw_004109__pre,0,,
LfKfK4I5RPE_000632,1,2.400,
LfKfK4I5RPE_000632__pre,0,,
90gyBengKDs_001327,1,3.600,
90gyBengKDs_001327__pre,0,,
K1r3m5OrmB4_005466,1,4.500,
K1r3m5OrmB4_005466__pre,0,,
UOjQsfDXjO0_005414,1,13.400,
UOjQsfDXjO0_005414__pre,0,,
kVhgFPPG-wo_005100,1,2.100,
kVhgFPPG-wo_005100__pre,0,,
yr0gNIxRluE_001275,1,3.000,
yr0gNIxRluE_001275__pre,0,,
r6_ZhT7rmhM_002002,1,4.200,
r6_ZhT7rmhM_002002__pre,0,,
uFwnmh0GpBo_000641,1,3.600,
uFwnmh0GpBo_000641__pre,0,,
TNZv-NBcV5U_003040,1,0.800,
Hd2IzHAfkCI_001472,1,2.700,
Hd2IzHAfkCI_001472__pre,0,,
W6YrlYyWguc_000616,1,5.700,
W6YrlYyWguc_000616__pre,0,,
t_bCDlNOhJc_001392,1,5.600,
t_bCDlNOhJc_001392__pre,0,,
JmwUVoOrgk8_000849,1,0.700,
hy433gakFeo_001443,1,0.400,
qYonJ4w6SZs_000075,1,7.000,
qYonJ4w6SZs_000075__pre,0,,
2TmFM9p1KF8_003322,1,4.000,
2TmFM9p1KF8_003322__pre,0,,
ieP36TLihGM_004444,1,2.700,
ieP36TLihGM_004444__pre,0,,
RPNiqsdt6-w_003727,1,7.000,
RPNiqsdt6-w_003727__pre,0,,
OPj7lUQOre8_004206,1,5.000,
OPj7lUQOre8_004206__pre,0,,
PqbpIHZvjMA_001793,1,4.000,
PqbpIHZvjMA_001793__pre,0,,
UbDCiQVuzPY_003172,1,4.900,
UbDCiQVuzPY_003172__pre,0,,
4K_6s1n6BpU_003177,1,1.400,
nHvTqyRntbY_000231,1,1.600,
hdOtS-BpUPY_000191,1,4.300,
hdOtS-BpUPY_000191__pre,0,,
t_bCDlNOhJc_000191,1,5.200,
t_bCDlNOhJc_000191__pre,0,,
K1r3m5OrmB4_001626,1,3.500,
K1r3m5OrmB4_001626__pre,0,,
qzMjfBx1KI0_000994,1,3.500,
qzMjfBx1KI0_000994__pre,0,,
hfwb3mZZ0fs_002727,1,3.500,
hfwb3mZZ0fs_002727__pre,0,,
kjVywUi1WK4_004247,1,4.900,
kjVywUi1WK4_004247__pre,0,,
Nc9SDBksPPA_001912,1,4.000,
Nc9SDBksPPA_001912__pre,0,,
J_ggxJD3Uy8_003633,1,2.400,
J_ggxJD3Uy8_003633__pre,0,,
a_VxrUq9PmA_001247,1,5.400,
a_VxrUq9PmA_001247__pre,0,,
xVfPBzDnI2Q_000760,1,2.500,
xVfPBzDnI2Q_000760__pre,0,,
6E2N9ld0eHg_004509,1,3.700,
6E2N9ld0eHg_004509__pre,0,,
5vKPYV5w6pw_004324,1,4.900,
5vKPYV5w6pw_004324__pre,0,,
IQwS7BEjUxM_005090,1,2.200,
IQwS7BEjUxM_005090__pre,0,,
gDjeTHGWX9c_002228,1,2.600,
gDjeTHGWX9c_002228__pre,0,,
mrIFkGZbNjc_000545,1,3.800,
mrIFkGZbNjc_000545__pre,0,,
kld-iYpdjyo_003678,1,0.800,
y4Evv5By6sg_000538,1,5.000,
y4Evv5By6sg_000538__pre,0,,
sdqIDbZJfy0_005020,1,2.800,
sdqIDbZJfy0_005020__pre,0,,
p8q77QzOdUs_000211,1,4.600,
p8q77QzOdUs_000211__pre,0,,
Rrcjy5t8b20_004499,1,2.000,
Rrcjy5t8b20_004499__pre,0,,
UKBuDqU8qTM_000481,1,3.900,
UKBuDqU8qTM_000481__pre,0,,
9Q0FCoNxL8I_000786,1,6.700,
9Q0FCoNxL8I_000786__pre,0,,
yr0gNIxRluE_000502,1,3.300,
yr0gNIxRluE_000502__pre,0,,
fb5i7JlmJdg_000833,1,4.000,
fb5i7JlmJdg_000833__pre,0,,
T7TkJVmGyts_000075,1,2.900,
T7TkJVmGyts_000075__pre,0,,
pWZSG2cUdEo_000908,1,3.600,
pWZSG2cUdEo_000908__pre,0,,
UbDCiQVuzPY_003862,1,4.200,
UbDCiQVuzPY_003862__pre,0,,
oZaUkhs_H-s_003811,1,3.300,
oZaUkhs_H-s_003811__pre,0,,
mrIFkGZbNjc_000872,1,2.500,
mrIFkGZbNjc_000872__pre,0,,
ha-IeID24As_000073,1,7.000,
ha-IeID24As_000073__pre,0,,
a_VxrUq9PmA_005252,1,3.100,
a_VxrUq9PmA_005252__pre,0,,
oZaUkhs_H-s_004452,1,5.400,
oZaUkhs_H-s_004452__pre,0,,
kld-iYpdjyo_000137,1,4.700,
kld-iYpdjyo_000137__pre,0,,
t_bCDlNOhJc_000521,1,5.600,
t_bCDlNOhJc_000521__pre,0,,
fsqORUrKLYg_000775,1,1.900,
jFFhYwgepmY_003931,1,4.200,
jFFhYwgepmY_003931__pre,0,,
kVhgFPPG-wo_002705,1,3.700,
kVhgFPPG-wo_002705__pre,0,,
LfKfK4I5RPE_004254,1,3.300,
LfKfK4I5RPE_004254__pre,0,,
l1XbmdmGr0Q_002901,1,3.400,
l1XbmdmGr0Q_002901__pre,0,,
PqbpIHZvjMA_000677,1,3.200,
PqbpIHZvjMA_000677__pre,0,,
p8q77QzOdUs_004110,1,3.900,
p8q77QzOdUs_004110__pre,0,,
Hx8FMhmdOQU_005251,1,2.100,
Hx8FMhmdOQU_005251__pre,0,,
sdqIDbZJfy0_002451,1,3.500,
sdqIDbZJfy0_002451__pre,0,,
mrIFkGZbNjc_001133,1,3.300,
mrIFkGZbNjc_001133__pre,0,,
IQwS7BEjUxM_005263,1,6.100,
IQwS7BEjUxM_005263__pre,0,,
Tsl84N96WM8_001371,1,3.500,
Tsl84N96WM8_001371__pre,0,,
6E2N9ld0eHg_000872,1,5.200,
6E2N9ld0eHg_000872__pre,0,,
4wKjxDXnmYs_004962,1,2.100,
4wKjxDXnmYs_004962__pre,0,,
LfKfK4I5RPE_000822,1,4.000,
LfKfK4I5RPE_000822__pre,0,,
T89zSiaMNgM_004504,1,2.100,
T89zSiaMNgM_004504__pre,0,,
d2SCftR5sWc_003574,1,2.100,
d2SCftR5sWc_003574__pre,0,,
Hkui6PJboFg_004330,1,1.600,
ieP36TLihGM_000311,1,2.800,
ieP36TLihGM_000311__pre,0,,
FqJ4IfRLKmA_004242,1,7.600,
FqJ4IfRLKmA_004242__pre,0,,
D_pyFV4nKd4_002733,1,3.800,
D_pyFV4nKd4_002733__pre,0,,
JkYzYrJpSoQ_002340,1,3.000,
JkYzYrJpSoQ_002340__pre,0,,
ZIts2XH28SA_000922,1,5.100,
ZIts2XH28SA_000922__pre,0,,
d2SCftR5sWc_002626,1,2.300,
d2SCftR5sWc_002626__pre,0,,
bhA2ckvE-TQ_003592,1,5.400,
bhA2ckvE-TQ_003592__pre,0,,
UOjQsfDXjO0_000501,1,5.800,
UOjQsfDXjO0_000501__pre,0,,
LfKfK4I5RPE_004539,1,2.600,
LfKfK4I5RPE_004539__pre,0,,
Y4rb2_HaBdQ_001571,1,3.000,
Y4rb2_HaBdQ_001571__pre,0,,
ha-IeID24As_000717,1,4.300,
ha-IeID24As_000717__pre,0,,
V3--0ubJkNE_000235,1,1.000,
L334aqEJxys_001734,1,4.200,
L334aqEJxys_001734__pre,0,,
bI9JzQSrEGo_005086,1,1.200,
ahKX0rtdMJc_000181,1,5.100,
ahKX0rtdMJc_000181__pre,0,,
V3--0ubJkNE_004713,1,3.300,
V3--0ubJkNE_004713__pre,0,,
nADqn-DZ-Dc_000640,1,6.300,
nADqn-DZ-Dc_000640__pre,0,,
qYonJ4w6SZs_004015,1,3.100,
qYonJ4w6SZs_004015__pre,0,,
90gyBengKDs_003225,1,2.100,
90gyBengKDs_003225__pre,0,,
f482qwPz7ns_001506,1,4.000,
f482qwPz7ns_001506__pre,0,,
l1XbmdmGr0Q_001480,1,3.200,
l1XbmdmGr0Q_001480__pre,0,,
8dI7OolIEXY_000795,1,1.900,
88LcRU7uEFE_004664,1,1.500,
Nc9SDBksPPA_003206,1,5.100,
Nc9SDBksPPA_003206__pre,0,,
TlBhM9Xbr2o_004220,1,1.800,
f482qwPz7ns_001006,1,3.900,
f482qwPz7ns_001006__pre,0,,
jKwCC2RhxJE_000704,1,4.300,
jKwCC2RhxJE_000704__pre,0,,
h55PiQMnlJY_000724,1,3.400,
h55PiQMnlJY_000724__pre,0,,
ezY7QrSWeWw_000021,1,3.500,
ezY7QrSWeWw_000021__pre,0,,
RASKiMoxhOE_005202,1,3.100,
RASKiMoxhOE_005202__pre,0,,
J-j5eIHg8I0_000582,1,6.900,
J-j5eIHg8I0_000582__pre,0,,
5vKPYV5w6pw_002077,1,2.800,
5vKPYV5w6pw_002077__pre,0,,
UOjQsfDXjO0_000761,1,4.400,
UOjQsfDXjO0_000761__pre,0,,
JV0D-YkWHD8_002752,1,2.800,
JV0D-YkWHD8_002752__pre,0,,
6E2N9ld0eHg_000751,1,4.800,
6E2N9ld0eHg_000751__pre,0,,
0z7J7rOpTic_000191,1,3.700,
0z7J7rOpTic_000191__pre,0,,
xpOyD-qrQUw_001882,1,2.900,
xpOyD-qrQUw_001882__pre,0,,
u33fdjUY_Iw_001071,1,5.900,
u33fdjUY_Iw_001071__pre,0,,
J-j5eIHg8I0_000387,1,6.000,
J-j5eIHg8I0_000387__pre,0,,
K1r3m5OrmB4_006095,1,1.400,
fdvMUP8qvzw_001106,1,3.300,
fdvMUP8qvzw_001106__pre,0,,
d2SCftR5sWc_002516,1,2.800,
d2SCftR5sWc_002516__pre,0,,
Zpo0kwg1XEQ_001134,1,2.800,
Zpo0kwg1XEQ_001134__pre,0,,
bhA2ckvE-TQ_001483,1,2.800,
bhA2ckvE-TQ_001483__pre,0,,
DSBGS6aRzgc_003880,1,5.100,
DSBGS6aRzgc_003880__pre,0,,
YBEYOS3A3Ic_004656,1,3.000,
YBEYOS3A3Ic_004656__pre,0,,
mrIFkGZbNjc_003577,1,3.600,
mrIFkGZbNjc_003577__pre,0,,
fdvMUP8qvzw_004102,1,3.400,
fdvMUP8qvzw_004102__pre,0,,
8dI7OolIEXY_004927,1,3.600,
8dI7OolIEXY_004927__pre,0,,
CyeT8rEQOpQ_003623,1,3.500,
CyeT8rEQOpQ_003623__pre,0,,
h55PiQMnlJY_000231,1,5.800,
h55PiQMnlJY_000231__pre,0,,
Nc9SDBksPPA_004823,1,4.600,
Nc9SDBksPPA_004823__pre,0,,
HaC3LrJiTmQ_001752,1,4.300,
HaC3LrJiTmQ_001752__pre,0,,
ecRog9N1Qf0_004683,1,1.100,
gZbGLa253Ak_003649,1,3.400,
gZbGLa253Ak_003649__pre,0,,
WWyeuvpHmfc_001537,1,1.400,
0qfbmt4G8Rw_002856,1,3.200,
0qfbmt4G8Rw_002856__pre,0,,
h55PiQMnlJY_002661,1,4.000,
h55PiQMnlJY_002661__pre,0,,
gXezhrOijmQ_005158,1,2.600,
gXezhrOijmQ_005158__pre,0,,
UjkeNSr2dXQ_004135,1,2.400,
UjkeNSr2dXQ_004135__pre,0,,
fdvMUP8qvzw_005225,1,3.400,
fdvMUP8qvzw_005225__pre,0,,
lKMwX4nA64k_004695,1,2.700,
lKMwX4nA64k_004695__pre,0,,
UbDCiQVuzPY_002006,1,2.700,
UbDCiQVuzPY_002006__pre,0,,
Eq7_uD2yN5Y_004239,1,5.000,
Eq7_uD2yN5Y_004239__pre,0,,
PqbpIHZvjMA_000757,1,2.900,
PqbpIHZvjMA_000757__pre,0,,
Tsl84N96WM8_001512,1,3.100,
Tsl84N96WM8_001512__pre,0,,
pOJpwWmEcFg_000731,1,4.300,
pOJpwWmEcFg_000731__pre,0,,
7uTMZ5-aWKA_000760,1,4.900,
7uTMZ5-aWKA_000760__pre,0,,
88LcRU7uEFE_000907,1,2.400,
88LcRU7uEFE_000907__pre,0,,
lKMwX4nA64k_004346,1,4.100,
lKMwX4nA64k_004346__pre,0,,
4OGV0AbV91U_000264,1,3.100,
4OGV0AbV91U_000264__pre,0,,
hfwb3mZZ0fs_002552,1,4.000,
hfwb3mZZ0fs_002552__pre,0,,
ieP36TLihGM_001739,1,5.600,
ieP36TLihGM_001739__pre,0,,
4wKjxDXnmYs_005098,1,2.800,
4wKjxDXnmYs_005098__pre,0,,
3Sqeb-l1RPA_005028,1,4.400,
3Sqeb-l1RPA_005028__pre,0,,
UKBuDqU8qTM_000895,1,3.500,
UKBuDqU8qTM_000895__pre,0,,
Sihe6aeyLHg_004865,1,10.700,
Sihe6aeyLHg_004865__pre,0,,
WWyeuvpHmfc_005628,1,1.400,
HaC3LrJiTmQ_003433,1,4.600,
HaC3LrJiTmQ_003433__pre,0,,
bcpfYpmDcp0_001132,1,2.600,
bcpfYpmDcp0_001132__pre,0,,
mrIFkGZbNjc_004331,1,5.100,
mrIFkGZbNjc_004331__pre,0,,
TlBhM9Xbr2o_004624,1,3.100,
TlBhM9Xbr2o_004624__pre,0,,
qYonJ4w6SZs_001288,1,4.600,
qYonJ4w6SZs_001288__pre,0,,
Nc9SDBksPPA_000391,1,4.000,
Nc9SDBksPPA_000391__pre,0,,
mrIFkGZbNjc_001971,1,7.500,
mrIFkGZbNjc_001971__pre,0,,
OPj7lUQOre8_000211,1,5.200,
OPj7lUQOre8_000211__pre,0,,
IOoVklIZLMw_001168,1,5.700,
IOoVklIZLMw_001168__pre,0,,
PqbpIHZvjMA_002500,1,10.200,
PqbpIHZvjMA_002500__pre,0,,
UbDCiQVuzPY_000814,1,5.300,
UbDCiQVuzPY_000814__pre,0,,
ieP36TLihGM_004515,1,3.400,
ieP36TLihGM_004515__pre,0,,
e3hXj7S3QyA_001260,1,1.800,
UbDCiQVuzPY_001145,1,7.000,
UbDCiQVuzPY_001145__pre,0,,
fb5i7JlmJdg_005653,1,6.100,
fb5i7JlmJdg_005653__pre,0,,
f482qwPz7ns_001821,1,4.200,
f482qwPz7ns_001821__pre,0,,
hfwb3mZZ0fs_002815,1,3.300,
hfwb3mZZ0fs_002815__pre,0,,
5vKPYV5w6pw_002475,1,3.800,
5vKPYV5w6pw_002475__pre,0,,
y4Evv5By6sg_000338,1,5.300,
y4Evv5By6sg_000338__pre,0,,
fsqORUrKLYg_004710,1,4.900,
fsqORUrKLYg_004710__pre,0,,
ha-IeID24As_000597,1,4.600,
ha-IeID24As_000597__pre,0,,
y4Evv5By6sg_004585,1,4.300,
y4Evv5By6sg_004585__pre,0,,
4wKjxDXnmYs_001491,1,4.600,
4wKjxDXnmYs_001491__pre,0,,
kN-2mc561GY_001829,1,5.800,
kN-2mc561GY_001829__pre,0,,
0qfbmt4G8Rw_003068,1,3.000,
0qfbmt4G8Rw_003068__pre,0,,
L334aqEJxys_004487,1,4.900,
L334aqEJxys_004487__pre,0,,
zRZ9PJguIfE_004095,1,4.500,
zRZ9PJguIfE_004095__pre,0,,
ujVRDgGVzlQ_002150,1,1.900,
HzVbo46kkBA_003734,1,6.100,
HzVbo46kkBA_003734__pre,0,,
88LcRU7uEFE_002175,1,3.400,
88LcRU7uEFE_002175__pre,0,,
nvVk7L3GrJQ_001915,1,3.300,
nvVk7L3GrJQ_001915__pre,0,,
t_bCDlNOhJc_004165,1,3.500,
t_bCDlNOhJc_004165__pre,0,,
O9uvBFovKj8_002250,1,3.200,
O9uvBFovKj8_002250__pre,0,,
qYonJ4w6SZs_003872,1,8.400,
qYonJ4w6SZs_003872__pre,0,,
OPj7lUQOre8_005797,1,4.700,
OPj7lUQOre8_005797__pre,0,,
UOjQsfDXjO0_005794,1,6.400,
UOjQsfDXjO0_005794__pre,0,,
0qfbmt4G8Rw_001753,1,5.300,
0qfbmt4G8Rw_001753__pre,0,,
Tsl84N96WM8_001051,1,3.200,
Tsl84N96WM8_001051__pre,0,,
UKBuDqU8qTM_000701,1,4.000,
UKBuDqU8qTM_000701__pre,0,,
DyzL2sahobA_002862,1,3.500,
DyzL2sahobA_002862__pre,0,,
bFGmOp9H3MA_005890,1,2.700,
bFGmOp9H3MA_005890__pre,0,,
V3--0ubJkNE_000062,1,2.800,
V3--0ubJkNE_000062__pre,0,,
D_pyFV4nKd4_003333,1,1.300,
zRZ9PJguIfE_004215,1,2.700,
zRZ9PJguIfE_004215__pre,0,,
UKBuDqU8qTM_003999,1,3.200,
UKBuDqU8qTM_003999__pre,0,,
T89zSiaMNgM_001439,1,5.000,
T89zSiaMNgM_001439__pre,0,,
UOjQsfDXjO0_000621,1,3.200,
UOjQsfDXjO0_000621__pre,0,,
JV0D-YkWHD8_004477,1,2.300,
JV0D-YkWHD8_004477__pre,0,,
TlBhM9Xbr2o_003366,1,2.600,
TlBhM9Xbr2o_003366__pre,0,,
pOJpwWmEcFg_002111,1,3.400,
pOJpwWmEcFg_002111__pre,0,,
JkYzYrJpSoQ_001455,1,4.000,
JkYzYrJpSoQ_001455__pre,0,,
9Q0FCoNxL8I_001666,1,2.200,
9Q0FCoNxL8I_001666__pre,0,,
fsqORUrKLYg_000675,1,4.500,
fsqORUrKLYg_000675__pre,0,,
8dI7OolIEXY_001612,1,2.500,
8dI7OolIEXY_001612__pre,0,,
qYonJ4w6SZs_004216,1,3.500,
qYonJ4w6SZs_004216__pre,0,,
Hd2IzHAfkCI_003611,1,3.800,
Hd2IzHAfkCI_003611__pre,0,,
mrIFkGZbNjc_000752,1,5.800,
mrIFkGZbNjc_000752__pre,0,,
Hx8FMhmdOQU_000995,1,4.400,
Hx8FMhmdOQU_000995__pre,0,,
Tsl84N96WM8_003746,1,6.700,
Tsl84N96WM8_003746__pre,0,,
sdqIDbZJfy0_003642,1,2.200,
sdqIDbZJfy0_003642__pre,0,,
uO2zGO5ydBc_003652,1,3.300,
uO2zGO5ydBc_003652__pre,0,,
LfKfK4I5RPE_004721,1,4.400,
LfKfK4I5RPE_004721__pre,0,,
JV0D-YkWHD8_003816,1,0.800,
f482qwPz7ns_002969,1,7.800,
f482qwPz7ns_002969__pre,0,,
nvVk7L3GrJQ_004799,1,3.600,
nvVk7L3GrJQ_004799__pre,0,,
W6YrlYyWguc_000736,1,5.400,
W6YrlYyWguc_000736__pre,0,,
PYL3JcSsS6o_004146,1,3.300,
PYL3JcSsS6o_004146__pre,0,,
JmwUVoOrgk8_001359,1,5.600,
JmwUVoOrgk8_001359__pre,0,,
0z7J7rOpTic_000261,1,3.400,
0z7J7rOpTic_000261__pre,0,,
yr0gNIxRluE_000231,1,4.300,
yr0gNIxRluE_000231__pre,0,,
O9uvBFovKj8_004288,1,4.900,
O9uvBFovKj8_004288__pre,0,,
HaC3LrJiTmQ_001210,1,3.700,
HaC3LrJiTmQ_001210__pre,0,,
ha-IeID24As_001567,1,3.400,
ha-IeID24As_001567__pre,0,,
t4Cvbdtebk0_000685,1,6.500,
t4Cvbdtebk0_000685__pre,0,,
xpOyD-qrQUw_003463,1,2.900,
xpOyD-qrQUw_003463__pre,0,,
UOjQsfDXjO0_004067,1,6.500,
UOjQsfDXjO0_004067__pre,0,,
kVhgFPPG-wo_005659,1,4.600,
kVhgFPPG-wo_005659__pre,0,,
xToi8YVZM8o_004022,1,3.600,
xToi8YVZM8o_004022__pre,0,,
EY8x-fyQkbk_003774,1,2.300,
EY8x-fyQkbk_003774__pre,0,,
gZbGLa253Ak_000521,1,4.300,
gZbGLa253Ak_000521__pre,0,,
gZbGLa253Ak_000431,1,4.300,
gZbGLa253Ak_000431__pre,0,,
DpQBo4gb6Lw_003414,1,4.600,
DpQBo4gb6Lw_003414__pre,0,,
pOJpwWmEcFg_003150,1,3.000,
pOJpwWmEcFg_003150__pre,0,,
eA-kbOZ1_sc_001173,1,2.800,
eA-kbOZ1_sc_001173__pre,0,,
WWyeuvpHmfc_004984,1,4.300,
WWyeuvpHmfc_004984__pre,0,,
0qfbmt4G8Rw_001501,1,3.700,
0qfbmt4G8Rw_001501__pre,0,,
K1r3m5OrmB4_002474,1,2.800,
K1r3m5OrmB4_002474__pre,0,,
Nc9SDBksPPA_005569,1,8.100,
Nc9SDBksPPA_005569__pre,0,,
f482qwPz7ns_004272,1,7.300,
f482qwPz7ns_004272__pre,0,,
bcpfYpmDcp0_002436,1,2.100,
bcpfYpmDcp0_002436__pre,0,,
D_pyFV4nKd4_002974,1,3.800,
D_pyFV4nKd4_002974__pre,0,,
3sGShQb_HwU_000072,1,4.900,
3sGShQb_HwU_000072__pre,0,,
JkYzYrJpSoQ_004398,1,6.300,
JkYzYrJpSoQ_004398__pre,0,,
X8VgGb1fJDU_001564,1,5.400,
X8VgGb1fJDU_001564__pre,0,,
krPRThe7R4g_000515,1,3.100,
krPRThe7R4g_000515__pre,0,,
88LcRU7uEFE_002971,1,3.900,
88LcRU7uEFE_002971__pre,0,,
K1r3m5OrmB4_001450,1,4.400,
K1r3m5OrmB4_001450__pre,0,,
Hkui6PJboFg_000400,1,3.400,
Hkui6PJboFg_000400__pre,0,,
gXezhrOijmQ_005541,1,4.800,
gXezhrOijmQ_005541__pre,0,,
ha-IeID24As_005296,1,4.100,
ha-IeID24As_005296__pre,0,,
T7TkJVmGyts_002538,1,4.200,
T7TkJVmGyts_002538__pre,0,,
3sGShQb_HwU_005157,1,4.900,
3sGShQb_HwU_005157__pre,0,,
2TmFM9p1KF8_005473,1,3.700,
2TmFM9p1KF8_005473__pre,0,,
Y4rb2_HaBdQ_001876,1,5.900,
Y4rb2_HaBdQ_001876__pre,0,,
IQwS7BEjUxM_001295,1,4.000,
IQwS7BEjUxM_001295__pre,0,,
kVhgFPPG-wo_005945,1,2.300,
kVhgFPPG-wo_005945__pre,0,,
a_VxrUq9PmA_001847,1,3.900,
a_VxrUq9PmA_001847__pre,0,,
eN6y6-4C1Rc_003060,1,3.500,
eN6y6-4C1Rc_003060__pre,0,,
uO2zGO5ydBc_003873,1,2.700,
uO2zGO5ydBc_003873__pre,0,,
gZbGLa253Ak_000621,1,5.300,
gZbGLa253Ak_000621__pre,0,,
DSBGS6aRzgc_001974,1,1.700,
3sGShQb_HwU_002696,1,4.000,
3sGShQb_HwU_002696__pre,0,,
IFhWIS-Gwps_000642,1,4.700,
IFhWIS-Gwps_000642__pre,0,,
88LcRU7uEFE_000200,1,4.300,
88LcRU7uEFE_000200__pre,0,,
p8q77QzOdUs_000842,1,3.200,
p8q77QzOdUs_000842__pre,0,,
Hx8FMhmdOQU_004468,1,3.800,
Hx8FMhmdOQU_004468__pre,0,,
kN-2mc561GY_001947,1,3.500,
kN-2mc561GY_001947__pre,0,,
fHUJcUaW2mE_002595,1,4.200,
fHUJcUaW2mE_002595__pre,0,,
RPNiqsdt6-w_000714,1,4.500,
RPNiqsdt6-w_000714__pre,0,,
xVfPBzDnI2Q_004688,1,5.400,
xVfPBzDnI2Q_004688__pre,0,,
HzVbo46kkBA_002218,1,5.000,
HzVbo46kkBA_002218__pre,0,,
kld-iYpdjyo_001523,1,2.700,
kld-iYpdjyo_001523__pre,0,,
EY8x-fyQkbk_005676,1,5.300,
EY8x-fyQkbk_005676__pre,0,,
Tsl84N96WM8_002022,1,5.100,
Tsl84N96WM8_002022__pre,0,,
ZIts2XH28SA_001572,1,3.400,
ZIts2XH28SA_001572__pre,0,,
VxWJchENocA_000160,1,3.400,
VxWJchENocA_000160__pre,0,,
bhA2ckvE-TQ_001256,1,3.800,
bhA2ckvE-TQ_001256__pre,0,,
Z9K13eBUwJM_004263,1,3.000,
Z9K13eBUwJM_004263__pre,0,,
ha-IeID24As_002002,1,4.100,
ha-IeID24As_002002__pre,0,,
UbDCiQVuzPY_001786,1,2.600,
UbDCiQVuzPY_001786__pre,0,,
JV0D-YkWHD8_000529,1,2.900,
JV0D-YkWHD8_000529__pre,0,,
qzMjfBx1KI0_004197,1,4.200,
qzMjfBx1KI0_004197__pre,0,,
PqbpIHZvjMA_001138,1,5.800,
PqbpIHZvjMA_001138__pre,0,,
p-fBcE77G4c_004488,1,2.700,
p-fBcE77G4c_004488__pre,0,,
CyeT8rEQOpQ_005131,1,2.300,
CyeT8rEQOpQ_005131__pre,0,,
d2SCftR5sWc_001301,1,2.300,
d2SCftR5sWc_001301__pre,0,,
pQdl0apLT70_002009,1,5.200,
pQdl0apLT70_002009__pre,0,,
pQdl0apLT70_004755,1,1.800,
f482qwPz7ns_004373,1,3.000,
f482qwPz7ns_004373__pre,0,,
O9uvBFovKj8_003888,1,3.900,
O9uvBFovKj8_003888__pre,0,,
gXezhrOijmQ_001154,1,6.500,
gXezhrOijmQ_001154__pre,0,,
Z9K13eBUwJM_005606,1,2.200,
Z9K13eBUwJM_005606__pre,0,,
3sGShQb_HwU_003819,1,3.700,
3sGShQb_HwU_003819__pre,0,,
ruiSuGHJf6Q_003619,1,6.300,
ruiSuGHJf6Q_003619__pre,0,,
0RJPQ_97dcs_002194,1,0.500,
nvVk7L3GrJQ_003544,1,4.500,
nvVk7L3GrJQ_003544__pre,0,,
JV0D-YkWHD8_002676,1,2.400,
JV0D-YkWHD8_002676__pre,0,,
PfJ2CudpCgE_002001,1,1.300,
ahKX0rtdMJc_003838,1,4.000,
ahKX0rtdMJc_003838__pre,0,,
Q7VBPeGwJWw_002431,1,3.500,
Q7VBPeGwJWw_002431__pre,0,,
3sGShQb_HwU_000264,1,5.200,
3sGShQb_HwU_000264__pre,0,,
PEwiwzyTjX0_000492,1,4.400,
PEwiwzyTjX0_000492__pre,0,,
bFGmOp9H3MA_003511,1,3.900,
bFGmOp9H3MA_003511__pre,0,,
bI9JzQSrEGo_002106,1,2.500,
bI9JzQSrEGo_002106__pre,0,,
Hd2IzHAfkCI_000073,1,5.500,
Hd2IzHAfkCI_000073__pre,0,,
bcpfYpmDcp0_000746,1,2.800,
bcpfYpmDcp0_000746__pre,0,,
fHUJcUaW2mE_000467,1,5.900,
fHUJcUaW2mE_000467__pre,0,,
y4Evv5By6sg_001595,1,5.500,
y4Evv5By6sg_001595__pre,0,,
JHfjuFrnpjA_003052,1,4.200,
JHfjuFrnpjA_003052__pre,0,,
IOoVklIZLMw_000768,1,4.900,
IOoVklIZLMw_000768__pre,0,,
4OGV0AbV91U_000434,1,4.700,
4OGV0AbV91U_000434__pre,0,,
ecRog9N1Qf0_001998,1,2.400,
ecRog9N1Qf0_001998__pre,0,,
JkYzYrJpSoQ_000211,1,6.900,
JkYzYrJpSoQ_000211__pre,0,,
yhtzAKqRyXw_000694,1,2.300,
yhtzAKqRyXw_000694__pre,0,,
W6YrlYyWguc_004686,1,3.500,
W6YrlYyWguc_004686__pre,0,,
Hd2IzHAfkCI_003701,1,3.700,
Hd2IzHAfkCI_003701__pre,0,,
gZbGLa253Ak_000221,1,6.600,
gZbGLa253Ak_000221__pre,0,,
RASKiMoxhOE_004202,1,3.300,
RASKiMoxhOE_004202__pre,0,,
d2SCftR5sWc_000611,1,4.400,
d2SCftR5sWc_000611__pre,0,,
J-j5eIHg8I0_001917,1,1.700,
IOoVklIZLMw_003156,1,5.700,
IOoVklIZLMw_003156__pre,0,,
RPNiqsdt6-w_000924,1,4.200,
RPNiqsdt6-w_000924__pre,0,,
PfJ2CudpCgE_005287,1,2.900,
PfJ2CudpCgE_005287__pre,0,,
L334aqEJxys_002627,1,3.700,
L334aqEJxys_002627__pre,0,,
mrIFkGZbNjc_001871,1,4.600,
mrIFkGZbNjc_001871__pre,0,,
OPj7lUQOre8_004026,1,4.800,
OPj7lUQOre8_004026__pre,0,,
